text,label
机器人退后,6
向后方滑行,6
往后面撤,6
退后一些距离,6
机器人往后挪,6
向后方退步,6
前进,7
直走,7
前移,7
直行,7
直着往前走,7
向前移动一段距离,7
继续向前出发,7
机器人前进,7
向正前方移动,7
保持前进方向,7
往前挪一挪,7
直线前行,7
向前踏步,7
往前走几步,7
机器人，前移,7
继续走不要停,7
执行前进指令,7
保持当前方向前进,7
向前开动,7
加速前进,7
慢速向前移动,7
朝前面走,7
正前方移动,7
继续走你的,7
向前推进,7
直线前进模式,7
往前面挪,7
向前行驶,7
保持直线行走,7
机器人，继续前移,7
朝前迈进,7
向前直线平移,7
向前走一段,7
继续前行,7
向前行进,7
往前方移动,7
机器人往前开,7
向前保持速度,7
往前挺进,7
保持正前方位,7
向前移步,7
机器人向前走,7
向前挪动,7
朝正前方走,7
向前匀速移动,7
往前一点,7
向前迈步,7
继续朝前走,7
向前滑行,7
往前面去,7
你好,8
好的,8
确认,8
确定,8
没问题,8
好啊,8
好,8
可以,8
不要,8
不用,8
你好呀，今天心情怎么样？,8
讲个笑话听听。,8
现在的天气好吗？,8
上海明天下雨吗？,8
你是谁开发的？,8
你长得真可爱。,8
你觉得人工智能会取代人类吗？,8
一加一等于几？,8
帮我搜一下周杰伦的歌。,8
现在几点了？,8
今天是星期几？,8
提醒我下午三点有个会议。,8
帮我订一张去北京的机票。,8
什么是量子力学？,8
你喜欢吃什么？,8
给我唱首歌吧。,8
你会跳舞吗？,8
把客厅的灯关一下。,8
空调调到26度。,8
家里现在热不热？,8
帮我查一下回家的路堵不堵。,8
你知道鲁迅是谁吗？,8
讲一个白雪公主的故事。,8
翻译一下“苹果”用英文怎么说。,8
帮我记一下，钥匙在玄关柜子上。,8
你面前那个红色的是什么东西？,8
你看得到我吗？,8
这个杯子是什么颜色的？,8
帮我找一下我的手机在哪里。,8
这附近有什么好吃的餐厅？,8
最近有什么好看的电影？,8
苹果公司现在的股价是多少？,8
黄金多少钱一克了？,8
告诉我怎么做红烧肉。,8
你会做数学题吗？,8
解一下这个方程。,8
你认得我是谁吗？,8
你的生日是什么时候？,8
你平时都会干些什么？,8
我觉得你很聪明。,8
你真笨，这都不知道。,8
谢谢你帮我忙。,8
我今天有点难过。,8
给我讲讲关于宇宙的奥秘。,8
这附近有厕所吗？,8
帮我定个五分钟的闹钟。,8
打开电视机。,8
增大一下扫地机器人的吸力。,8
查看一下昨天的监控回放。,8
你的序列号是多少？,8
系统需要更新吗？,8
切换成英文模式。,8
修改一下上网密码。,8
显示一下附近的网络连接。,8
帮我读一下这条短信。,8
怎么才能长高？,8
世界上最高的山是什么山？,8
谁是世界上最富有的人？,8
感冒了该怎么办？,8
告诉我一个长寿的秘诀。,8
你有没有梦想？,8
你会说广东话吗？,8
帮我查查汇率。,8
一美金兑换多少人民币？,8
现在的风力是几级？,8
北京到上海有多远？,8
地球离月球有多远？,8
猫为什么喜欢吃鱼？,8
帮我起个好听的名字。,8
你觉得我帅吗？,8
你会背唐诗吗？,8
床前明月光的下一句是什么？,8
解释一下成语半途而废的意思。,8
给我推荐一本书。,8
帮我写一段关于春天的描写。,8
你会写代码吗？,8
用Python写一个冒泡排序。,8
怎么才能快速入睡？,8
今天有什么新闻？,8
帮我查询一下快递到哪了。,8
我的快递单号是123456。,8
这里离最近的地铁站多远？,8
你会打游戏吗？,8
帮我抢一张演唱会的门票。,8
你认识埃隆马斯克吗？,8
什么是元宇宙？,8
你有没有兄弟姐妹？,8
你会看病吗？,8
帮我测一下心率。,8
现在的空气质量指数是多少？,8
你应该多学习学习。,8
你听得懂我说话吗？,8
帮我制定一个健身计划。,8
我该怎么减肥？,8
火星上有生命吗？,8
恐龙是怎么灭绝的？,8
你是机器人还是真人？,8
你真厉害。,8
我不开心。,8
你能帮我写作业吗？,8
帮我查一下这道题的答案。,8
你现在的剩余存储空间还有多少？,8
你平时的运行压力大吗？,8
我只是随便说说，你不用管我。,8
你现在的内存还有剩余吗？,8
你现在的电池循环次数是多少？,8
你现在的CPU负载高吗？,8
你能分辨出这是谁的声音吗？,8
巡逻,9
开始巡逻,9
进入巡视模式,9
执行巡逻指令,9
机器人，去巡逻,9
开启巡更任务,9
在区域内巡逻,9
保持巡逻状态,9
机器人巡查,9
开始自动巡逻,9
执行巡视程序,9
巡逻模式开启,9
去到处转转,9
机器人，开始巡查,9
准备巡逻,9
进行安全巡逻,9
开启区域巡视,9
机器人，去走两圈,9
执行巡逻任务,9
进入巡逻轨迹,9
循环巡视,9
在屋里巡逻,9
机器人开始巡视,9
现在去巡逻,9
执行定时巡逻,9
进入巡逻程序,9
开始环境巡查,9
在指定路线巡逻,9
机器人，准备巡视,9
巡逻动作开始,9
循环路径巡逻,9
去执行巡察,9
进行日常巡逻,9
执行全域巡逻,9
从这里开始巡逻,9
机器人巡逻开启,9
巡视程序启动,9
巡逻到各处去,9
开始常规巡逻,9
开始你的巡逻,9
机器人，快去巡视,9
执行路径巡检,9
进入自动巡查,9
准备开始巡视,9
去执行安保巡逻,9
巡视工作开始,9
机器人，请巡逻,9
到预定路线巡逻,9
执行巡察逻辑,9
巡逻待命启动,9
左转身,10
原地左转,10
左后转身,10
原地左旋,10
原地向左转,10
向左转个身,10
身体向左偏,10
原地左转弯,10
往左转个圈,10
向左侧扭转,10
原地左转动,10
左旋转一下,10
原地往左转,10
向左侧转动,10
原地左边转,10
左侧原地转向,10
向左原地旋转,10
原地向左偏转,10
原地左向转身,10
机器人，左转,10
左侧原地旋转,10
原地向左对齐,10
向左转九十度,10
执行左向旋转,10
原地左侧转向,10
向左原地转身,10
左转，别走动,10
原地向左侧身,10
向左水平旋转,10
原地左向偏转,10
执行原地左转,10
往左边转一下,10
原地左转操作,10
左向原地对齐,10
原地左侧偏转,10
向左进行旋转,10
左转身，别动,10
原地左向转弯,10
左转一下身体,10
原地向左旋转,10
往左边扭一下,10
执行左转身体,10
原地左转指令,10
左向原地转向,10
向左侧身旋转,10
机器人左转角度,10
向左侧原地转身,10
机器人原地左旋,10
机器人，原地左转,10
机器人，身体左转,10
右转身,11
原地右转,11
右后转身,11
原地右旋,11
原地向右转,11
向右转个身,11
身体向右偏,11
原地右转弯,11
往右转个圈,11
向右侧扭转,11
原地右转动,11
右旋转一下,11
原地往右转,11
向右侧转动,11
原地右边转,11
右侧原地转向,11
向右原地旋转,11
原地向右偏转,11
原地右向转身,11
机器人，右转,11
右侧原地旋转,11
原地向右对齐,11
向右转九十度,11
执行右向旋转,11
原地右侧转向,11
向右原地转身,11
右转，别走动,11
原地向右侧身,11
向右水平旋转,11
原地右向偏转,11
执行原地右转,11
往右边转一下,11
原地右转操作,11
右向原地对齐,11
原地右侧偏转,11
向右进行旋转,11
右转身，别动,11
原地右向转弯,11
右转一下身体,11
原地向右旋转,11
往右边扭一下,11
执行右转身体,11
原地右转指令,11
右向原地转向,11
向右侧身旋转,11
机器人右转角度,11
向右侧原地转身,11
机器人原地右旋,11
机器人，原地右转,11
机器人，身体右转,11
左平移,12
向左平移,12
向左横移,12
往左侧滑动,12
往左移几步,12
向左边平动,12
往左侧靠拢,12
向左方侧移,12
往左挪一挪,12
往左手边移,12
往左边侧滑,12
向左侧横移,12
朝左边挪动,12
向左方滑行,12
往左边移位,12
往左方侧滑,12
往左方平动,12
向左方微移,12
往左边横移,12
向左侧微调,12
向左侧侧移,12
往左边挪一点,12
执行左移指令,12
机器人向左移,12
保持左移状态,12
执行向左移位,12
左侧平移模式,12
向左水平移动,12
向左边靠一点,12
向左微调一点,12
执行左侧平移,12
向左横向移动,12
往左侧挪一挪,12
向左滑动一段,12
保持左侧平移,12
机器人左移位,12
左移程序启动,12
向左平移就位,12
开始左移动作,12
进入左移模式,12
准备左向平移,12
往左边滑过去,12
左移控制开启,12
左平移一段距离,12
机器人，向左挪,12
机器人，左平移,12
机器人，往左挪,12
机器人，请左移,12
到左侧位置待命,12
执行左平移逻辑,12
右平移,13
向右平移,13
向右横移,13
往右侧滑动,13
往右移几步,13
向右边平动,13
往右侧靠拢,13
向右方侧移,13
往右挪一挪,13
往右手边移,13
往右边侧滑,13
向右侧横移,13
朝右边挪动,13
向右方滑行,13
往右边移位,13
往右方侧滑,13
往右方平动,13
向右方微移,13
往右边横移,13
向右侧微调,13
向右侧侧移,13
往右边挪一点,13
执行右移指令,13
机器人向右移,13
保持右移状态,13
执行向右移位,13
右侧平移模式,13
向右水平移动,13
向右边靠一点,13
向右微调一点,13
执行右侧平移,13
向右横向移动,13
往右侧挪一挪,13
向右滑动一段,13
保持右侧平移,13
机器人右移位,13
右移程序启动,13
向右平移就位,13
开始右移动作,13
进入右移模式,13
准备右向平移,13
往右边滑过去,13
右移控制开启,13
右平移一段距离,13
机器人，向右挪,13
机器人，右平移,13
机器人，往右挪,13
机器人，请右移,13
到右侧位置待命,13
执行右平移逻辑,13
起来,14
起立,14
起身,14
站起来,14
机器人起身,14
执行站立指令,14
从地上爬起来,14
站直身体,14
恢复站姿,14
机器人，站起,14
结束蹲姿站起来,14
站立待命,14
起身动作开启,14
站到最高位,14
机器人，请起身,14
准备站立,14
站姿模式开启,14
从爬行状态站起,14
站起来看看,14
机器人，挺直身体,14
准备站稳,14
执行立正指令,14
恢复直立状态,14
现在站起来,14
伸展肢体站立,14
进入站立位,14
从地上站好,14
机器人，恢复站姿,14
挺胸抬头站起来,14
起来站好,14
机器人，准备起身,14
站立动作开始,14
恢复正常的站位,14
把身体直起来,14
站起保持平衡,14
执行站起任务,14
从卧倒状态起身,14
机器人站直,14
站起程序启动,14
起身到站立位置,14
离开趴着的状态,14
开始起身动作,14
机器人，快站起来,14
恢复垂直姿势,14
进入站立模式,14
准备离地起身,14
站到最高点,14
站起来进行扫描,14
机器人，请站立,14
到直立位置站好,14
停下,15
停止,15
停一停,15
停一下,15
停停停,15
不要动,15
机器人，站住,15
执行停止指令,15
紧急停机,15
别动了,15
保持原地不动,15
停止当前动作,15
马上停下来,15
机器人，别走,15
不要继续了,15
执行中止操作,15
原地待命,15
停止所有任务,15
快停下,15
停止模式开启,15
保持静止,15
停在原地,15
别乱动,15
暂停执行,15
机器人，停停停,15
终止动作,15
向现在的状态停止,15
不要再动了,15
原地不动,15
撤销当前动作,15
执行刹车,15
停止动作开始,15
完全静止,15
把所有的停掉,15
进行紧急制动,15
执行停止任务,15
从现在起别动,15
机器人保持不动,15
停止程序启动,15
停到当前位置,15
离开活动状态停下,15
开始停止流程,15
机器人，快停下,15
动作全部中止,15
进入静止模式,15
准备原地待命,15
停在那别过来,15
停止进行中,15
机器人，请停止,15
到当前位置站好,15
别跟着,16
别跟着我了,16
停止跟随模式,16
取消跟随指令,16
结束当前跟随,16
关闭自动跟随,16
退出跟随状态,16
别再跟我后面了,16
机器人停止跟随,16
取消锁定目标,16
结束跟随任务,16
原地待命，别跟了,16
跟随功能关闭,16
断开跟随连接,16
不要再跟着我走,16
停止尾随,16
退出跟随程序,16
跟随模式结束,16
不要再追踪我了,16
取消跟随动作,16
关闭跟随系统,16
你可以停止跟随了,16
终止跟随操作,16
跟随指令撤销,16
解除跟随状态,16
别跟过来了,16
结束跟随操作,16
退出自动跟随,16
停止你的跟随,16
不再需要跟随,16
撤销跟随模式,16
关闭实时跟随,16
不要继续跟着我,16
停止跟随功能,16
结束人体跟随,16
退出实时追踪,16
机器人，别跟了,16
停止当前的追踪,16
解除目标跟随,16
关闭智能跟随,16
跟随程序退出,16
停止随行,16
不用再跟着我,16
取消跟随控制,16
现在停止跟随,16
跟随任务终止,16
断开跟随逻辑,16
关闭跟随导航,16
不要再跟了,16
不要再跟着我了,16
查音量。,17
小声点。,17
现在音量多大？,17
声音是几级？,17
查一下当前的音量。,17
音量现在是多少？,17
报一下音量。,17
声音大小现在是多少？,17
查下声音。,17
音量调到多少了？,17
声音百分比是多少？,17
我想知道现在的音量。,17
当前声音等级。,17
音量处于什么水平？,17
确认一下音量大小。,17
现在的声音大小合适吗？,17
声音分贝是多少？,17
音量调到50。,17
声音设为80。,17
把音量调整为30。,17
声音调至百分之六十。,17
将音量固定在20。,17
声音开到最小。,17
设定音量为45。,17
给我调到75的音量。,17
音量定在10。,17
麻烦把声音调到55。,17
声音切换到65。,17
调节声音到85。,17
音量数值设为40。,17
将音量调整到最大值的百分之九十。,17
声音100。,17
调音量至15。,17
设定声音水平为70。,17
麻烦给个50的音量。,17
音量跳到60。,17
声音响一点。,17
声音再大声些。,17
调高音量。,17
声音不够大，加一点。,17
稍微调大一点声音。,17
增加点音量。,17
听不清，声音再大点。,17
音量向上调。,17
声音往上加一加。,17
再响一点点。,17
提高音量。,17
把声音调宏亮些。,17
声音加强。,17
稍微大声点。,17
左转,18
左拐,18
向左转,18
向左拐,18
左转弯,18
左拐弯,18
向左走,18
往左走,18
往左边走,18
向左转弯走,18
往左边拐弯,18
机器人左拐,18
左转弯前进,18
往左前方拐,18
往左前方偏,18
朝左手边走,18
往左前方走,18
向左侧绕行,18
往左前方靠,18
向左侧偏航,18
保持左拐弯,18
向左弯过去,18
左拐弯模式,18
执行左转弯,18
往左手边拐,18
向左方走位,18
朝左边行进,18
向左方偏转,18
往左侧走动,18
往左方向走,18
向左侧转向,18
左拐，继续走,18
朝左侧走过去,18
左拐弯走一段,18
向左边偏着走,18
执行左拐指令,18
向左转弯前行,18
向左方拐过去,18
左侧转向行驶,18
向左边转着走,18
往左前方切入,18
向左偏转前进,18
往左边绕过去,18
左拐，往前走,18
朝左前方迈进,18
向左侧偏航走,18
往左边转弯去,18
左向弯道行驶,18
执行左拐动作,18
朝左前方移动,18
右转,19
右拐,19
向右转,19
向右拐,19
右转弯,19
右拐弯,19
向右走,19
往右走,19
往右边走,19
向右转弯走,19
往右边拐弯,19
机器人右拐,19
右转弯前进,19
往右前方拐,19
往右前方偏,19
朝右手边走,19
往右前方走,19
向右侧绕行,19
往右前方靠,19
向右侧偏航,19
保持右拐弯,19
向右弯过去,19
右拐弯模式,19
执行右转弯,19
往右手边拐,19
向右方走位,19
朝右边行进,19
向右方偏转,19
往右侧走动,19
往右方向走,19
向右侧转向,19
右拐，继续走,19
朝右侧走过去,19
右拐弯走一段,19
向右边偏着走,19
执行右拐指令,19
向右转弯前行,19
向右方拐过去,19
右侧转向行驶,19
向右边转着走,19
往右前方切入,19
向右偏转前进,19
往右边绕过去,19
右拐，往前走,19
朝右前方迈进,19
向右侧偏航走,19
往右边转弯去,19
右向弯道行驶,19
执行右拐动作,19
朝右前方移动,19
